m1rec,m2rec,chi1rec,chi2rec,snr,pipeline,HasNS_trueSLy,HasREM_trueSLy,P_NS,P_REM
2.94395,0.971329,0.015469,0.015469,10.333756,gstlal,1,1,0.9977,0.9965
42.603889,13.219833,0.587812,0.587812,8.466697,gstlal,0,0,0.0014,0.0
57.082771,10.287764,0.634219,0.634219,8.508594,gstlal,0,0,0.0014,0.0
149.27057,11.662012,0.116016,0.116016,12.414108,gstlal,0,0,0.0018,0.0
149.27057,11.662012,0.131484,0.131484,12.413412,gstlal,0,0,0.0014,0.0
140.19997,16.292215,-0.139219,-0.139219,12.048775,gstlal,0,0,0.0014,0.0
116.16337,7.678301,-0.201094,-0.201094,12.071131,gstlal,0,0,0.0014,0.0
2.68091,1.112907,-0.166029,0.888434,15.231601,pycbc,1,1,0.9977,0.8467
1.989432,1.450427,0.00227,0.00227,14.952976,pycbc,1,1,0.9977,0.9968
2.536573,1.166649,0.110873,0.0,14.879501,MBTA,1,1,0.9977,0.997
2.208734,1.316822,0.015469,0.015469,15.739164,gstlal,1,1,0.9977,0.9962
1.908163,1.508402,-0.015469,-0.015469,15.824625,gstlal,1,1,0.9977,0.9965
3.268192,0.952485,0.386719,0.386719,11.673665,gstlal,1,1,0.9948,0.9686
162.28406,48.294952,0.727031,0.727031,10.326878,gstlal,0,0,0.0014,0.0
116.16337,79.746513,0.757969,0.757969,9.000082,gstlal,0,0,0.0018,0.0
116.16337,10.72684,0.015469,0.015469,9.098443,gstlal,0,0,0.0025,0.0
191.81351,183.9621,0.974531,0.974531,8.542879,gstlal,0,0,0.0271,0.0
183.9621,176.43205,0.881719,0.881719,8.52658,gstlal,0,0,0.0039,0.0
116.16337,57.082771,0.819844,0.819844,7.203793,gstlal,0,0,0.003,0.0
106.84828,79.746513,0.943594,0.943594,7.204332,gstlal,0,0,0.0028,0.0
116.16337,10.72684,0.015469,0.015469,12.173218,gstlal,0,0,0.0022,0.0
132.38741,10.20803,0.115899,0.115899,17.117034,MBTA,0,0,0.0014,0.0
136.88466,4.975963,0.029942,0.029942,17.496067,pycbc,0,0,0.0022,0.0
101.47933,3.690681,-0.438342,-0.333466,16.097166,spiir,0,0,0.0037,0.0
137.30063,6.496237,0.015469,0.015469,17.195979,gstlal,0,0,0.0025,0.0
149.27057,11.662012,0.255234,0.255234,17.171667,gstlal,0,0,0.0014,0.0
101.74343,5.433199,-0.305593,-0.476086,16.065862,spiir,0,0,0.0014,0.0
76.607872,3.286583,-0.99116,-0.994385,14.027759,spiir,0,0,0.0018,0.0
99.799187,1.193147,-0.595175,0.016257,15.273224,spiir,0,0,0.4441,0.0
92.445282,2.453667,-0.74059,-0.391423,15.706876,spiir,0,0,0.0172,0.0
137.30063,9.075457,0.077344,0.077344,17.140689,gstlal,0,0,0.0014,0.0
116.16337,5.496149,-0.232031,-0.232031,16.481764,gstlal,0,0,0.0027,0.0
224.27195,17.066292,0.538222,-0.188666,17.893264,pycbc,0,0,0.0178,0.0
201.52209,10.04951,0.351106,0.351106,19.044099,MBTA,0,0,0.0044,0.0
258.64365,30.596766,0.71834,0.71834,17.721263,pycbc,0,0,0.0179,0.0
191.81351,8.3477,0.332578,0.332578,18.438092,gstlal,0,0,0.0099,0.0
191.81351,8.3477,0.317109,0.317109,18.423979,gstlal,0,0,0.0099,0.0
2.950961,1.130614,0.68386,-0.035796,9.950994,spiir,1,1,0.9977,0.9969
302.79165,6.094958,0.354568,0.354568,12.534986,MBTA,0,0,0.0257,0.0
191.81351,191.81351,0.092813,0.092813,12.486954,gstlal,0,0,0.0131,0.0
191.81351,176.43205,-0.092813,-0.092813,12.431839,gstlal,0,0,0.0249,0.0
303.3381,3.471039,0.481335,0.481335,12.33356,pycbc,0,0,0.0058,0.0
191.81351,176.43205,0.030937,0.030937,12.421014,gstlal,0,0,0.0152,0.0
195.86398,44.422199,-0.943594,-0.943594,11.5346,gstlal,0,0,0.0173,0.0
10.988933,3.116611,-0.001354,0.789544,8.284951,pycbc,1,0,0.6186,0.0
6.031818,5.185221,-0.225045,-0.225045,8.13051,pycbc,1,0,0.3559,0.0
3.391636,1.100587,0.259645,-0.026269,9.894795,pycbc,1,1,0.9977,0.9928
1.995823,1.759923,0.035964,0.035964,9.721846,pycbc,1,1,0.9977,0.9964
3.534601,1.062928,0.201094,0.201094,9.420201,gstlal,1,1,0.9948,0.836
2.063709,1.700986,0.015469,0.015469,9.553739,gstlal,1,1,0.9977,0.9949
211.1041,3.306201,-0.191056,-0.760152,19.726112,pycbc,0,0,0.0064,0.0
238.34965,5.51973,0.139038,0.139038,20.424715,MBTA,0,0,0.0033,0.0
137.30063,137.30063,-0.835312,-0.835312,20.25005,gstlal,0,0,0.0014,0.0
131.68057,146.18364,-0.773438,-0.773438,20.256776,gstlal,0,0,0.0014,0.0
221.63803,2.284465,0.072343,0.072343,20.145302,pycbc,0,0,0.0523,0.0
162.28406,162.28406,-0.030937,-0.030937,20.248532,gstlal,0,0,0.0049,0.0
195.86398,44.422199,-0.788906,-0.788906,20.002794,gstlal,0,0,0.0148,0.0
7.262597,1.016058,-0.104678,0.89704,22.357563,pycbc,1,0,0.8216,0.0
8.359,0.91667,0.04863,0.08026,20.414116,MBTA,1,0,0.8413,0.0001
5.029074,1.337622,-0.355781,-0.355781,21.80318,gstlal,1,0,0.9956,0.0004
7.5589,0.987961,0.023203,0.023203,21.802315,gstlal,1,0,0.9977,0.0001
6.676161,1.078715,-0.114591,0.0,22.341182,pycbc,1,0,0.9974,0.0001
6.160291,1.144844,-0.203393,0.025742,22.336439,spiir,1,0,0.9977,0.0
6.732452,1.072897,-0.09809,0.0,22.256029,MBTA,1,0,0.9977,0.0
6.133445,1.149574,-0.170156,-0.170156,21.927714,gstlal,1,0,0.9965,0.0
4.093829,1.558544,-0.911376,0.019165,17.965962,spiir,1,0,0.9977,0.0007
2.860875,2.157446,-0.711994,-0.992198,19.981477,spiir,1,0,0.9967,0.0007
5.944171,1.155595,-0.386719,-0.386719,16.304689,gstlal,1,0,0.9967,0.0001
6.328744,1.105402,-0.301641,-0.301641,16.234176,gstlal,1,0,0.9965,0.0001
3.885146,1.678843,-0.025,-0.025,9.390677,gstlal,1,0,0.997,0.0636
9.830905,1.925303,-0.569188,0.112772,9.669971,pycbc,1,0,0.8067,0.0
9.671414,1.951218,-0.576232,0.0,10.029865,MBTA,1,0,0.9614,0.0
8.195275,2.223655,-0.672465,-0.672465,10.390893,pycbc,1,0,0.7593,0.0
9.364436,1.984413,-0.572344,-0.572344,9.873042,gstlal,1,0,0.8408,0.0
8.235192,2.207054,-0.723414,-0.547621,9.982385,spiir,1,0,0.801,0.0
20.606451,1.163942,0.293591,0.01971,9.766205,spiir,1,0,0.9891,0.0
10.395819,1.844455,-0.417656,-0.417656,9.757314,gstlal,1,0,0.8243,0.0
9.170778,2.026317,-0.572344,-0.572344,9.848467,gstlal,1,0,0.8301,0.0
1.949904,1.172462,-0.372883,0.109255,10.945716,pycbc,1,1,0.9977,0.7132
3.27799,0.76601,0.12059,0.51452,12.004675,MBTA,1,1,0.9941,0.944
2.111996,1.097025,-0.10194,0.0,11.006092,pycbc,1,1,0.9977,0.997
2.174346,1.06574,-0.181838,0.0,11.529736,MBTA,1,1,0.9977,0.9969
2.081495,1.111518,-0.079357,-0.045418,10.986782,spiir,1,1,0.9977,0.9964
2.477755,0.95373,-0.046406,-0.046406,10.921302,gstlal,1,1,0.9977,0.997
2.426514,0.971329,-0.046406,-0.046406,11.085677,gstlal,1,1,0.9977,0.997
162.28406,16.292215,0.502734,0.502734,10.627046,gstlal,0,0,0.0014,0.0
137.5489,4.185407,0.274844,0.274844,9.650174,pycbc,0,0,0.0014,0.0
171.62013,66.910265,0.759381,0.759381,10.506988,MBTA,0,0,0.0014,0.0
149.27057,16.292215,0.425391,0.425391,10.621155,gstlal,0,0,0.0014,0.0
137.30063,9.075457,0.139219,0.139219,10.393276,gstlal,0,0,0.0014,0.0
137.30063,7.678301,0.108281,0.108281,10.225447,gstlal,0,0,0.0014,0.0
16.653887,2.064721,-0.553611,0.420865,8.937978,pycbc,1,0,0.8455,0.0
16.712656,1.830466,-0.823402,0.0,8.526707,pycbc,1,0,0.9874,0.0
6.989173,4.322064,-0.711563,-0.711563,8.538243,gstlal,1,0,0.7054,0.0
9.170778,3.434485,-0.464063,-0.464063,8.564997,gstlal,1,0,0.7396,0.0
9.483018,1.056966,0.176836,-0.153619,16.235713,pycbc,1,0,0.7126,0.0002
3.30144,2.453396,-0.938076,-0.938076,16.049739,pycbc,1,0,0.9958,0.0
2.953381,2.89122,0.0,0.0,8.186313,pycbc,1,0,0.9945,0.1289
14.148849,2.74689,-0.781385,0.854348,8.03605,pycbc,1,0,0.7599,0.0
24.840828,1.928325,0.154219,0.0,7.916722,pycbc,1,0,0.7956,0.0001
17.430925,2.580335,-0.833177,-0.109537,17.041473,pycbc,1,0,0.2613,0.0
26.259312,1.967027,-0.182465,0.0,15.637946,MBTA,1,0,0.6989,0.0
18.065084,2.520443,-0.695464,-0.695464,16.48586,pycbc,1,0,0.3819,0.0
26.468365,1.950896,-0.180375,-0.028475,15.745465,spiir,1,0,0.6498,0.0
45.86805,1.391925,0.362916,0.024503,15.539833,spiir,1,0,0.9792,0.0
2.326591,1.723445,0.0,0.0,7.979074,gstlal,1,1,0.9977,0.9956
6.11798,0.79275,0.57763,-0.24892,14.156665,MBTA,1,1,0.9754,0.4191
2.501676,1.614725,0.07362,0.079534,15.730098,pycbc,1,1,0.9977,0.9402
3.5433,1.197806,0.294568,0.0,15.888147,MBTA,1,1,0.9977,0.9882
1.999756,1.999322,0.032777,0.032777,15.64821,pycbc,1,1,0.9977,0.9747
4.288328,1.030127,0.324844,0.324844,15.996915,gstlal,1,1,0.9884,0.7238
3.849777,1.113312,0.182179,-0.048904,13.743407,spiir,1,1,0.9977,0.8675
2.905814,1.364335,-0.706067,-0.013079,11.573442,spiir,1,1,0.9977,0.3498
2.516554,1.606738,0.155779,-0.015778,15.765795,spiir,1,1,0.9977,0.9919
3.684983,1.160239,0.302926,0.013184,15.798341,spiir,1,1,0.9977,0.9657
4.589687,0.977693,0.355781,0.355781,15.936855,gstlal,1,1,0.9835,0.651
4.333369,1.008824,0.077344,0.077344,13.052884,gstlal,1,1,0.993,0.4201
2.599995,1.554807,0.0,0.0,9.787786,pycbc,1,1,0.9977,0.9967
2.64482,1.527367,0.0,0.0,8.590926,pycbc,1,1,0.9977,0.993
138.33697,11.516001,0.245222,0.886077,10.139589,pycbc,0,0,0.0014,0.0
163.13318,13.017319,0.424263,0.424263,11.029244,MBTA,0,0,0.0014,0.0
125.92201,15.588492,0.280385,0.280385,9.959769,pycbc,0,0,0.0014,0.0
149.27057,11.662012,0.363516,0.363516,10.500526,gstlal,0,0,0.0014,0.0
149.27057,11.662012,0.348047,0.348047,10.516578,gstlal,0,0,0.0014,0.0
101.0353,3.913983,-0.092057,-0.786134,9.976603,spiir,0,0,0.0078,0.0
137.30063,9.075457,0.170156,0.170156,10.481272,gstlal,0,0,0.0014,0.0
106.84828,7.678301,-0.232031,-0.232031,9.888039,gstlal,0,0,0.0014,0.0
2.205366,1.342086,-0.16837,0.186328,9.656302,pycbc,1,1,0.9965,0.6816
4.73832,0.72903,0.52425,-0.83099,9.535721,MBTA,1,1,0.9935,0.2366
2.0404,1.440493,-0.1363,0.0,9.473343,pycbc,1,1,0.9977,0.997
2.438637,1.226786,-0.023537,0.0,9.928094,MBTA,1,1,0.9977,0.9969
2.678025,1.133292,0.076457,-0.040935,9.514298,spiir,1,1,0.9977,0.9967
3.118084,0.998338,0.108281,0.108281,9.427445,gstlal,1,1,0.9963,0.8098
2.163058,1.365869,-0.046406,-0.046406,9.412625,gstlal,1,1,0.9977,0.997
183.14314,23.557865,0.124389,-0.759121,22.519676,pycbc,0,0,0.0093,0.0
187.57568,31.397828,0.271424,0.271424,24.332657,MBTA,0,0,0.0071,0.0
185.41696,10.617359,0.09756,0.09756,22.369441,pycbc,0,0,0.0026,0.0
126.29055,126.29055,0.030937,0.030937,23.414702,gstlal,0,0,0.0021,0.0
137.30063,116.16337,0.030937,0.030937,23.422943,gstlal,0,0,0.0021,0.0
187.84679,19.256769,0.100547,0.100547,23.02259,gstlal,0,0,0.012,0.0
256.13102,2.628134,0.387913,0.580689,18.810327,pycbc,0,0,0.0076,0.0
191.81351,183.9621,0.479531,0.479531,18.29472,gstlal,0,0,0.0074,0.0
260.44367,7.289756,0.44273,0.44273,19.217023,MBTA,0,0,0.0102,0.0
183.9621,191.81351,0.634219,0.634219,17.927946,gstlal,0,0,0.0025,0.0
269.51511,6.090775,0.417443,0.417443,18.447054,pycbc,0,0,0.0041,0.0
191.81351,183.9621,0.448594,0.448594,18.312447,gstlal,0,0,0.0075,0.0
176.43205,155.64136,0.819844,0.819844,7.344191,gstlal,0,0,0.0033,0.0
155.64136,162.28406,0.727031,0.727031,7.34746,gstlal,0,0,0.0018,0.0
195.86398,16.292215,0.170156,0.170156,7.218323,gstlal,0,0,0.0054,0.0
1.881363,1.031536,0.298548,-0.31267,9.763869,pycbc,1,1,0.9976,0.5206
1.648537,1.161686,0.036763,0.032002,8.890718,MBTA,1,1,0.9977,0.9969
1.66854,1.149231,0.046992,0.041424,9.63381,spiir,1,1,0.9977,0.997
1.386185,1.375217,0.049951,0.049951,9.652068,pycbc,1,1,0.9977,0.997
1.484946,1.284547,0.046406,0.046406,9.768491,gstlal,1,1,0.9977,0.997
1.589299,1.203343,0.046406,0.046406,9.709668,gstlal,1,1,0.9977,0.997
8.096424,2.67209,-0.451418,-0.451418,9.411566,pycbc,1,0,0.3727,0.0
16.219895,1.595344,0.163121,0.0,10.203361,MBTA,1,0,0.8353,0.0
21.155478,1.334133,0.348047,0.348047,10.499773,gstlal,1,0,0.8285,0.0
5.156452,3.939994,-0.980042,-0.597759,9.250205,spiir,1,0,0.2677,0.0
24.487854,1.214395,0.444727,0.444727,10.405081,gstlal,1,0,0.7272,0.0
19.056614,1.420448,0.255234,0.255234,10.387288,gstlal,1,0,0.8938,0.0
5.969014,1.33565,0.30686,0.606646,11.971251,pycbc,1,1,0.9801,0.0988
9.52434,0.95937,0.70795,-0.88189,11.331226,MBTA,1,1,0.7208,0.1443
3.221749,2.241214,0.12262,0.12262,12.372366,MBTA,1,1,0.9977,0.5389
4.637105,1.630436,0.28778,0.0,11.894582,pycbc,1,1,0.9977,0.4179
4.823221,1.576894,0.232031,0.232031,12.392734,gstlal,1,1,0.9491,0.177
7.350013,1.141487,0.462066,0.005429,12.199449,spiir,1,1,0.9977,0.2626
3.477368,2.084017,0.181678,-0.050319,12.0904,spiir,1,1,0.9965,0.3361
3.345934,2.157415,0.077344,0.077344,12.392565,gstlal,1,1,0.9972,0.3098
3.27674,2.202972,0.108281,0.108281,12.144484,gstlal,1,1,0.9976,0.4718
2.99388,2.382111,0.16385,-0.217799,11.510383,spiir,1,1,0.9974,0.2411
7.500402,1.374851,-0.052943,0.490195,9.858546,pycbc,1,0,0.7801,0.0006
6.598852,1.512347,-0.108281,-0.108281,9.997822,gstlal,1,0,0.9849,0.0001
11.523109,1.0101,0.3168,0.0,10.234593,MBTA,1,0,0.9977,0.0001
11.97065,0.985384,0.332578,0.332578,10.021986,gstlal,1,0,0.7905,0.0001
6.816923,1.475954,-0.085582,0.0,9.71031,pycbc,1,0,0.9977,0.0001
5.029074,1.883404,-0.262969,-0.262969,9.66179,gstlal,1,0,0.9966,0.0001
4.67438,1.984413,-0.448594,-0.448594,8.838359,gstlal,1,0,0.9917,0.0003
1.914762,1.079623,-0.005243,0.382073,8.627406,pycbc,1,1,0.997,0.963
1.738247,1.174565,-0.005908,-0.005908,8.474686,pycbc,1,1,0.9977,0.9963
138.39658,1.434287,-0.781099,0.225105,10.16687,pycbc,0,0,0.0712,0.0
137.68174,2.901591,-0.846303,-0.846303,10.034621,MBTA,0,0,0.0122,0.0
138.1073,1.982587,-0.744046,0.0,10.236918,pycbc,0,0,0.0511,0.0
134.46124,5.055416,-0.750234,-0.750234,10.349239,gstlal,0,0,0.0028,0.0
134.46124,5.055416,-0.765703,-0.765703,10.371349,gstlal,0,0,0.0028,0.0
97.242424,91.227272,0.076065,-0.780682,10.035949,spiir,0,0,0.0018,0.0
134.46124,11.662012,-0.727031,-0.727031,10.260211,gstlal,0,0,0.0014,0.0
134.46124,8.3477,-0.696094,-0.696094,10.329363,gstlal,0,0,0.0015,0.0
11.930159,2.339916,-0.486996,0.839393,14.853427,pycbc,1,0,0.4657,0.0
8.301571,3.103173,-0.71713,-0.71713,15.38395,MBTA,1,0,0.3932,0.0
9.764105,2.729179,-0.541406,-0.541406,14.646069,gstlal,1,0,0.2841,0.0
9.970291,2.67274,-0.541406,-0.541406,14.822969,gstlal,1,0,0.3198,0.0
7.197131,3.491996,-0.874169,-0.874169,14.757914,pycbc,1,0,0.382,0.0
17.844898,1.779172,0.123612,0.034337,14.921466,spiir,1,0,0.6717,0.0
7.849013,3.237384,-0.86674,-0.629025,14.717474,spiir,1,0,0.3782,0.0
9.736579,2.72257,-0.768768,0.345057,14.923243,spiir,1,0,0.2395,0.0
40.254894,1.11511,0.686904,0.00618,14.486397,spiir,1,0,0.9956,0.0
14.523301,2.036931,-0.100547,-0.100547,14.554301,gstlal,1,0,0.7134,0.0
26.622719,1.458041,0.529805,0.529805,12.984503,gstlal,1,0,0.6698,0.0
19.750301,1.591262,-0.711426,-0.795708,11.713729,pycbc,1,0,0.9791,0.0
47.147114,1.146316,0.569281,0.0,14.970799,pycbc,1,0,0.9969,0.0
51.992146,1.070492,0.597951,0.0,15.158552,MBTA,1,0,0.9977,0.0
22.524183,1.834844,0.054141,0.054141,15.279563,gstlal,1,0,0.8101,0.0
27.48501,1.139663,-0.394148,0.0,10.916069,pycbc,1,0,0.9977,0.0
23.981443,1.759739,0.116016,0.116016,15.2271,gstlal,1,0,0.7232,0.0
1.731348,1.02848,-0.146311,0.653293,17.623669,pycbc,1,1,0.9972,0.8241
3.30724,0.60706,0.46793,-0.19109,17.005511,MBTA,1,1,0.9945,0.7265
1.324315,1.324315,0.04998,0.04998,16.774477,pycbc,1,1,0.9977,0.9965
1.324416,1.324416,0.049984,0.049937,18.002918,MBTA,1,1,0.9977,0.9965
1.500543,1.172317,0.046406,0.046406,17.073536,gstlal,1,1,0.9977,0.997
1.639906,1.078309,0.046406,0.046406,15.913762,gstlal,1,1,0.9977,0.997
1.358752,1.291275,0.046406,0.046406,17.513816,gstlal,1,1,0.9977,0.997
1.55264,1.135013,0.031528,0.035039,9.411468,spiir,1,1,0.9977,0.997
1.507284,1.168111,0.025,0.025,9.279234,gstlal,1,1,0.9977,0.997
1.573301,1.120553,0.0,0.0,10.447786,pycbc,1,1,0.9977,0.997
1.507284,1.168111,0.025,0.025,8.69029,gstlal,1,1,0.9977,0.9961
1.149036,1.532683,0.0,0.0,8.889201,pycbc,1,1,0.9977,0.9968
139.6087,5.866229,0.046916,-0.763369,10.677928,pycbc,0,0,0.0018,0.0
139.50265,3.573362,-0.049076,-0.049076,10.34883,MBTA,0,0,0.0197,0.0
149.27057,8.3477,0.224297,0.224297,10.255757,gstlal,0,0,0.0014,0.0
125.2472,3.986448,-0.194904,-0.194904,10.62699,pycbc,0,0,0.0034,0.0
103.25758,79.196968,-0.131811,-0.312591,10.336544,spiir,0,0,0.0014,0.0
149.27057,8.3477,0.208828,0.208828,10.282328,gstlal,0,0,0.0014,0.0
90.399117,14.985749,0.262969,0.262969,8.825695,gstlal,0,0,0.0014,0.0
162.28406,48.294952,0.696094,0.696094,8.755473,gstlal,0,0,0.0019,0.0
162.28406,57.082771,0.757969,0.757969,8.760879,gstlal,0,0,0.003,0.0
145.76965,5.340451,-0.551507,-0.551507,15.72883,MBTA,0,0,0.0014,0.0
146.18364,22.760761,-0.448594,-0.448594,15.145692,gstlal,0,0,0.0017,0.0
146.18364,16.292215,-0.479531,-0.479531,15.14326,gstlal,0,0,0.0014,0.0
103.25758,67.166664,-0.787931,-0.302142,14.444058,spiir,0,0,0.0014,0.0
97.565247,1.117979,-0.947527,0.02907,13.239807,spiir,0,0,0.0454,0.0
141.67253,19.256769,-0.634219,-0.634219,15.127531,gstlal,0,0,0.0014,0.0
146.18364,11.662012,-0.510469,-0.510469,15.136486,gstlal,0,0,0.0018,0.0
7.619447,2.459623,0.107481,-0.846644,10.309748,pycbc,1,0,0.4151,0.0
25.264928,1.05394,0.633827,0.0,10.528282,MBTA,1,0,0.9418,0.0
6.668183,2.721124,-0.261369,-0.261369,9.712596,pycbc,1,0,0.4549,0.0
10.395819,1.943375,0.170156,0.170156,10.621627,gstlal,1,0,0.5616,0.0
4.621491,3.780647,-0.615807,-0.222575,9.704976,spiir,1,0,0.3252,0.0
9.170778,2.134991,0.077344,0.077344,10.640059,gstlal,1,0,0.5846,0.0
8.260934,2.296994,-0.077344,-0.077344,9.934593,gstlal,1,0,0.6235,0.0001
2.574137,1.337646,0.005778,0.0,9.262555,MBTA,1,1,0.9977,0.997
2.646293,1.304572,0.01411,-0.015814,9.102216,spiir,1,1,0.9977,0.997
6.368353,2.010933,0.89668,0.6695,14.255303,pycbc,1,0,0.9919,0.9822
17.170473,1.014627,0.992604,0.0,15.046335,pycbc,1,0,0.9977,0.7622
17.290574,1.011756,0.986771,0.0,16.420157,MBTA,1,0,0.9977,0.7853
18.760275,0.957474,0.955195,0.955195,16.466489,gstlal,1,0,0.9598,0.3124
18.565279,0.962489,0.947461,0.947461,16.337717,gstlal,1,0,0.9681,0.376
14.856454,1.114842,0.997464,0.032748,14.711235,spiir,1,0,0.9977,0.9097
4.137051,3.014288,0.985824,0.962492,13.756968,spiir,1,0,0.9949,0.8993
10.615345,1.279524,0.518203,0.518203,15.465812,gstlal,1,0,0.727,0.0022
4.390337,2.445604,-0.216562,-0.216562,13.403336,gstlal,1,0,0.9938,0.0003
224.95428,15.999374,0.40323,0.40323,9.34908,MBTA,0,0,0.0275,0.0
176.43205,183.9621,0.788906,0.788906,9.078272,gstlal,0,0,0.002,0.0
191.81351,183.9621,0.850781,0.850781,9.100072,gstlal,0,0,0.0144,0.0
195.86398,16.292215,0.170156,0.170156,8.818713,gstlal,0,0,0.0054,0.0
76.058897,27.950128,0.479138,0.479138,13.501141,MBTA,0,0,0.0014,0.0
85.613945,15.861482,0.149811,0.149811,13.821243,MBTA,0,0,0.0014,0.0
83.150055,20.935587,0.293906,0.293906,13.464938,gstlal,0,0,0.0014,0.0
70.031136,23.459908,0.185331,0.185331,13.457026,pycbc,0,0,0.0014,0.0
90.399117,20.935587,0.355781,0.355781,13.467499,gstlal,0,0,0.0014,0.0
95.263832,23.398752,0.293197,0.967887,13.795461,spiir,0,0,0.0014,0.0
86.904114,4.422162,-0.322264,-0.14219,12.559775,spiir,0,0,0.0014,0.0
76.482292,9.075457,-0.293906,-0.293906,12.524652,gstlal,0,0,0.0014,0.0
78.29641,3.291696,-0.394447,-0.760615,12.309538,spiir,0,0,0.0029,0.0
70.349213,3.934159,-0.510469,-0.510469,11.693695,gstlal,0,0,0.0041,0.0
16.270246,1.038165,0.433188,-0.118517,11.045748,pycbc,1,0,0.733,0.0002
16.192405,1.041545,0.423972,0.0,11.08068,MBTA,1,0,0.9977,0.0
16.549568,1.02744,0.425391,0.425391,11.112565,gstlal,1,0,0.8515,0.0
16.038862,1.049136,0.409922,0.409922,11.031947,gstlal,1,0,0.8504,0.0
12.033826,1.277625,0.258516,0.0,10.638281,pycbc,1,0,0.9977,0.0
3.713972,3.275614,-0.931818,-0.356823,10.265653,spiir,1,0,0.9348,0.0
13.551733,1.175155,0.319047,0.018529,10.724972,spiir,1,0,0.9977,0.0
8.479562,1.627105,-0.108281,-0.108281,10.661329,gstlal,1,0,0.8424,0.0
5.216389,2.395029,-0.541406,-0.541406,10.548019,gstlal,1,0,0.9972,0.0
200.88588,2.091429,0.006428,-0.371317,10.222338,pycbc,0,0,0.0833,0.0
205.56593,2.165307,0.114842,0.114842,10.236292,pycbc,0,0,0.0781,0.0
172.78343,86.69886,-0.572344,-0.572344,9.683406,gstlal,0,0,0.0014,0.0
195.86398,62.05928,-0.293906,-0.293906,9.696786,gstlal,0,0,0.013,0.0
162.28406,183.9621,0.603281,0.603281,9.363431,gstlal,0,0,0.0014,0.0
191.81351,111.40851,0.077344,0.077344,9.656717,gstlal,0,0,0.0167,0.0
98.280159,29.247704,0.201094,0.201094,8.101549,gstlal,0,0,0.0014,0.0
64.707939,48.294952,0.201094,0.201094,8.16766,gstlal,0,0,0.0014,0.0
78.097351,48.294952,-0.959063,-0.959063,7.768281,gstlal,0,0,0.0015,0.0
106.84828,20.935587,0.015469,0.015469,8.013136,gstlal,0,0,0.0028,0.0
1.839643,1.564585,-0.015469,-0.015469,11.756291,gstlal,1,1,0.9977,0.997
2.046692,1.41412,0.010876,0.0,12.575671,MBTA,1,1,0.9977,0.9969
1.914359,1.505819,-0.005135,-0.013872,12.831435,spiir,1,1,0.9977,0.997
2.279065,1.28287,0.046406,0.046406,11.611052,gstlal,1,1,0.9977,0.997
3.101837,0.987961,0.170156,0.170156,11.750675,gstlal,1,1,0.997,0.8574
43.998489,1.275685,0.54026,-0.697936,9.455835,pycbc,1,0,0.6038,0.0
10.960797,3.289533,-0.794022,-0.794022,9.239811,pycbc,1,0,0.7155,0.0
42.426297,1.304564,0.51115,0.0,9.633864,MBTA,1,0,0.9898,0.0
3.624986,2.409211,-0.479029,0.051594,13.75445,pycbc,1,0,0.9887,0.0018
10.867808,1.020296,0.417955,0.0,14.016232,pycbc,1,0,0.9977,0.0048
4.299544,2.069107,-0.201094,-0.201094,14.426364,gstlal,1,0,0.9968,0.0027
3.52538,2.471291,-0.293906,-0.293906,14.425533,gstlal,1,0,0.991,0.0043
8.283547,1.238015,0.276783,0.0,14.247844,MBTA,1,0,0.9977,0.0051
3.442098,2.524273,-0.959395,0.645312,14.045285,spiir,1,0,0.9777,0.0046
7.799589,1.292963,0.208828,0.208828,14.295057,gstlal,1,0,0.8092,0.0028
3.832724,2.32112,0.015469,0.015469,10.787693,gstlal,1,0,0.9824,0.086
1.964063,1.001969,0.203563,-0.220708,13.745924,pycbc,1,1,0.9959,0.4405
3.36582,0.64951,0.50198,-0.77744,12.011044,MBTA,1,1,0.9955,0.3811
1.476901,1.303928,0.017355,0.01297,13.418449,MBTA,1,1,0.9977,0.997
1.591393,1.213398,0.013997,0.013997,13.540296,pycbc,1,1,0.9977,0.997
1.617417,1.195257,0.021034,0.039511,13.37009,spiir,1,1,0.9977,0.997
1.532229,1.257982,0.015469,0.015469,13.040388,gstlal,1,1,0.9977,0.997
1.62286,1.190835,0.015469,0.015469,13.129257,gstlal,1,1,0.9977,0.997
1.507264,1.280551,0.049746,0.048891,8.551935,spiir,1,1,0.9977,0.9967
2.214168,0.902626,-0.025,-0.025,9.497088,gstlal,1,1,0.9977,0.997
1.560911,1.236394,0.025,0.025,8.499537,gstlal,1,1,0.9977,0.9961
2.634655,1.002744,0.085635,0.655601,10.256721,pycbc,1,1,0.997,0.9608
2.143897,1.196739,0.216458,0.0,11.131966,MBTA,1,1,0.9977,0.997
2.518374,1.044609,0.373892,0.0,9.711634,pycbc,1,1,0.9977,0.9965
1.959781,1.223917,-0.188963,0.19189,10.109455,pycbc,1,1,0.997,0.7285
1.925594,1.24672,-0.040001,0.043111,10.148333,MBTA,1,1,0.9977,0.997
1.972251,1.217959,-0.029906,-0.029906,9.963968,pycbc,1,1,0.9977,0.997
1.968838,1.219648,-0.049485,0.001059,10.020272,spiir,1,1,0.9977,0.997
180.15775,131.68057,-0.278438,-0.278438,9.101443,gstlal,0,0,0.0034,0.0
149.27057,162.28406,-0.340313,-0.340313,9.096737,gstlal,0,0,0.0014,0.0
